Пневматическая винтовка Steyr LG 110 Hunting 24 J,images/Steyr.jpg,63 250
Пневматическая винтовка KalibrGun Cricket Standart PLB PCP,images/kalibrgun.jpg,42 480
Винтовка пневматическая РСР Hatsan HERCULES,images/hatsan.jpg,27 370
Пневматическая винтовка Diana P 1000 T06,images/diana.jpg,33 335
Пневматическая винтовка BSA Guns Scorpion Tactical SE PCP,images/bsa.jpg,32 450
Пневматическая винтовка Cometa Lynx V-10 MKII Black,images/cometa.jpg,23 865
Винтовка пневматическая РСР Hatsan Gladius Long (bullpup),images/gladius.jpg,22 540
Пневматическая винтовка KalibrGun Cricket Compact Орех,images/cricket.jpg,46 020
Пневматическая винтовка Hatsan BT65-RB Elite + насос Hatsan,images/elite.jpg,25 116
